subject,message,label
"svn commit: samba r22399 - in
	branches/SAMBA_4_0/source/ntvfs/posix: .","Author: metze
Date: 2007-04-20 06:57:07 +0000 (Fri, 20 Apr 2007)
New Revision: 22399

WebSVN: http://websvn.samba.org/cgi-bin/viewcvs.cgi?view=rev&root=samba&rev=22399

Log:
fix major memory leak

metze
Modified:
   branches/SAMBA_4_0/source/ntvfs/posix/xattr_tdb.c


Changeset:
Modified: branches/SAMBA_4_0/source/ntvfs/posix/xattr_tdb.c
===================================================================
--- branches/SAMBA_4_0/source/ntvfs/posix/xattr_tdb.c	2007-04-20 06:09:37 UTC (rev 22398)
+++ branches/SAMBA_4_0/source/ntvfs/posix/xattr_tdb.c	2007-04-20 06:57:07 UTC (rev 22399)
@@ -229,5 +229,7 @@
 		delete_xattr_tdb(pvfs, s, fname, -1);
 	}
 
-	return delete_xattr_tdb(pvfs, XATTR_LIST_ATTR, fname, -1);
+	status = delete_xattr_tdb(pvfs, XATTR_LIST_ATTR, fname, -1);
+	talloc_free(mem_ctx);
+	return status;
 }",0
Contact Your Claim Agent,"Contact Your Claim Agent


Dear Lucky Winner, 
 
We are pleased to inform you of the result of the just concluded final draws of the Microsoft International Lottery program held in The Netherlands. The online cyber lotto draws was conducted from an exclusive list of 12,000 e-mail addresses picked by an advanced automated search from the internet. No tickets were sold. Your e-mail address emerged as one of two winners in the category ""A"" with the following: 
 
Ref Number: 67218/501-4242/LNL 
Batch Number: 612775428-LNL/2007 
Ticket Number: 31987977 
 
You are to receive a cash prize of US$1.000,000 from the total payout. Your prize will be transferred to you upon meeting our requirements, statutory obligations, verifications, validations and satisfactory report. 
 
You are advised to contact our licensed agent with the information below: 
 
Name: Mr. Matt Smith. 
TEL:+31-623-117-432. 
FAX:+31-847-535-838. 
E-mail: agentmattsmith@aim.com 
 
 
NOTE: All winnings must be claimed not later than 14 days of notification. Thank you and congratulations!!! 
Once again on behalf of all our staff, 
 
CONGRATULATIONS! 
 
Yours faithfully, 
Dr. Phillip George 
PROMOTION COORDINATOR. 
 
 
Copyright Â© 1994-2007 The Microsoft internet E-mail lottery Awards Promotion Inc. All rights reserved. Terms of Service -Guideline.",1
i want to mentor you - no charge,"this week i showed more than 60 people
how to get over 20 sign / ups each week .
how much would that be worth to you ?
let me mentor you . i mentor at no charge .
i will show you how to get 100 ' s of paid / for
sign / ups eas . ily and without spending a cent
on normal mark . eting campaigns .
i can mentor you personally on a powerful
"" one to one "" basis and supply you with
contact details of thousands of pre - qualified
people who will join your business ( subject
to individual terms ) .
i will make your bus / iness earn up to 500
times more than it currently is and that ' s
a guarantee .
i can help all types of bus / iness . opps ,
m / l . m , net / work mark . eting programs and
any other type of web site on the ' net
like mainstream or niche retail or mem . ber
sites .
if you are interested just ask .
for example :
i will show you how to drive sign / ups to
your business almost handsfree . the only
thing you have to do , is start the snowball
rolling the and rest is fully automated .
i will mentor you , to show you how to
promote using e . mail mark / eting to get
huge results while spending almost nothing
using cheap pre - qualified targeted contact
lists .
i will show you how to get into the top 10
search results for 5 keywords on the best
20 search engines to include google , msn ,
yahoo etc .
i can help anyone with any type of business .
there is no restriction to the type of
business you want me to help you build
providing its legal .
to find out if i can mentor you please send
me an email to :
888 mentors @ isp - q . com with "" mentor _ me "" in the
subject and your business name , url and own
name in the message .
asking for more information .
= = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
i reserve the right to refuse my service to
anyone without breaching my code of conduct
or advertising standards . in such instances
i am not obliged to give a reason for
refusal of my mentoring service . to find out
if i can mentor you please send me an email
to : 888 mentors @ isp - q . com with "" mentor _ me "" in the
subject and your business name and url and
own name in the message .
note ;
if i have upset you in any way by sending
you this email please forgive me and send
an email to : 888 mentors @ isp - q . com with the
word "" off "" in the subject and i will
never bother you again .",1
eastrans nomination effective 5 / 1 / 01,"effective 5 / 1 / 01 , the deliveries and redeliveries will be 0 mmbtu / dy .
the transaction agreement will not be utilized .",0
"professor pc games , plnnaccle system , macro 0 media , corel , symanteec , all original lie shoulder spirit","letter nineteen so stopped thats independence , sir . apologize tone move another summer horse honour truth ; using trying joy prairie threw gate noble touch enough friends
super cheaap softwares & shiiip to all countrieswe have every popular softwares u need ! you name it normal : $ 299 . oo ; you saave $ 249 . oo
adobe acrobat v 6 . o professional pc - my price : $ 1 oo ; normal : $ 449 . 95 ; you saave $ 349 . 95 & more more more softwares to choose from about
we do have full range softwares : adobe , alias maya , autodesk , borland , corel , crystal reports . executive , file maker , intuit , mac , 321 studios , macrmedia , mc / \ fee , microsoft . nero , pinnacle systems , powerquest , quark , red hat , riverdeep , roxio , symantec , vmware softwares & 315 more popular titles for you betweencheckk out 315 more popular softwares on our siteguaaranteed super low prlce = = = ciick here to check out = = =
pattern has small water yet
",1
"enron / hpl actuals for october 27 - 29 , 2000","october 27 , 2000
teco tap 100 . 000 / hpl gas daily
october 28 , 2000
teco tap 104 . 133 / hpl gas daily
october 29 , 2000
teco tap 100 . 000 / hpl gas daily",0
"Laptops, Plasma, LCD, DVD and Digital cameras! LOW PRICES! Just take a look!","Look at that prices!!! Canon EOS 5D Digital SLR Camera GBP $899.00 $1,782.00 VAIO® SZ Series VGN-AR390E GBP $1,199.99 $2,379.00 Apple iPod Digital player-HD 30 GB - AAC MP3 GBP $88.7$ $175.00 Sony PlayStation 3 Premium GBP $210.00 $416.00 Sony 42SX300 LCD Projection GBP $299.99 $594.00 Sony KDS55A2000 HD Ready GBP $699.99 $1,387.00 We give you 20-30% discount from bizrate prices! 5 reasons to buy from us: - Responsible and Accessible
- Free Delivery
- Ultimate Price Promise
- 7 day refund - no questions asked
- 14 day exchange Our Web-Site said Gervasio, Spontaneous, I don't sign my son up stressed-out",1
The Retailer Buzz: Challenges Retailers Face,"Content-Type: text/html;
Content-Transfer-Encoding: quoted-printable The Retailer Buzz - a One Step Solutions Publication The Retailer Buzz A One Step Retail Solutions    Publication June 2007 Featured : Kenco Case Study Beladagio Case Study Fleur de Lys Case Study Harris Levy Case Study Sidecca Case Study 5 Biggest Challenges Challenges that retailers face today=
font> Case Studies of retailers using retail technology
    to help them grow FREE download of full report ""The 5 Biggest Challenges Retailers Face Today"" Subscribe to Retail Buzz (monthly) Subscribe to Retailer Report (weekly) A technology breakthrough! = From 
        Using Cash Registers to a Modern POS System Case Study: Kenco Retail Shops (DBA Famous Brands=
) - 
        Apparel In the begin=
ning, 
        manager Ken Sanchez managed his stores the ""old way"" by using cash=
 
        registers and eye-balling the inventory.  After several years=
, Ken 
        decided to invest in a POS system... Read 
        article (PDF) = Gaining Control Over Inventory Case Study: Beladagio - Home & Garden Store=
font> After usin=
g a 
        regular cash register for four and half years, owners Diana and Me=
lissa 
        decided it was time to look into a point-of-sale and inventory con=
trol 
        system to help manage the store inventory more closely... =
font> Read 
        article (PDF) = Never 
        Alone to Solve a Problem Case Study: Fleur de Lys - Home Furnishing=
s Store When owners =
Shannon 
        and Josephine decided to move into the independent retail environm=
ent; 
        they knew they would need a POS and inventory control system... Read article (PDF) = 21st 
        Century Technology Integrates with 19th Century Charm Case Study: Harris Levy - Linens Store = Harris Levy, a prominent New York=
 
        retailer of fine linens, has seen many changes in the retail busin=
ess 
        over the last 110 years. Most recently, the store teamed up with O=
ne 
        Step Data to implement a cutting edge software system that, accord=
ing to 
        fourth generation store owner Bob Levy, will help the company ""get=
 
        through the next 100 years."" ... Read article (PDF) = Growing Into a Chain Using Retail Pro Case Study: Sidecca - Apparel Store Sidecca opened its do=
ors in 
        November 2004. At the time, owner Debi Millman knew her success as=
 a 
        retailer would depend on a good point of sale and inventory manage=
ment 
        program to help run her business.  ""I came from a catalog com=
pany with a 
        high end system, so I knew what I wanted out of a POS and inventor=
y 
        control system. The ability to forecast was extremely important,"" =
says 
        Debi.... Read article (PDF) = The 5 Biggest =
Challenges 
        Facing Retailers Today Get the 
        in-depth report "" The 5 Biggest Challenges Retailers Face T=
oday "". Download free report .(PDF) Cont=
act One Step 
        Retail Solutions toll-free at 866-617-8181 or visit web site at htt=
p://www.onestepdata.com = You are receiving th=
is email 
    from One Step Retail Solutions (formerly One Step Data) because you we=
re in contact with one of our 
    representatives or visited our website. To ensure that you continue to=
 
    receive emails from us, please add marketingdept@onestepdata.com to yo=
ur 
    address book today. To unsubscribe, hit Reply with subject ""UNSUB=
SCRIBE"" in 
    subject header. One Step Data: 320 W. Arden Ave. Suite 110, Glendale, =
CA 
    91203",1
fw : beautiful woman ready to cheat,"geronimo !
addi
there is a scarcity of friendship , but not of friends .
colonies do not cease to be colonies because they are independent .
that all men are equal is a proposition to which , at ordinary times , no sane human being has ever given his assent . when we do the best we can , we never know what miracle is wrought in our life , or in the life of another . wise men learn many things from their enemies . today ' s city is the most vulnerable social structure ever conceived by man .
when it is not necessary to change , it is necessary not to change . love him , and keep him for thy friend , who , when all go away , will not forsake thee , nor suffer thee to perish at the last . i think i am a much better actor than i have allowed myself to be .
paris , a city of gaieties and pleasures , where four - fifths of the inhabitants die of grief . [ about paris ] greed , like the love of comfort , is a kind of fear .
there is never a better measure of what a person is than what he does when he is absolutely free to choose . autobiography begins with a sense of being alone . it is an orphan form . look around for a place to sow a few seeds .
a heart well prepared for adversity in bad times hopes , and in good times fears for a change in fortune .
artists to my mind are the real architects of change , and not the political legislators who implement change after the fact .
give me a lever long enough , and a prop strong enough , i can single - handed move the world .
the human race is a race of cowards and i am not only marching in that procession , but carrying a banner .
",1
re : volume ii of the technical corner collection,"sam ,
yes , let ' s omit the guys who left the company , but we can include
the summer interns .
vince
enron north america corp .
from : william smith @ enron 01 / 09 / 2001 01 : 56 pm
to : vince j kaminski / hou / ect @ ect
cc : mike a roberts / hou / ect @ ect
subject : re : volume ii of the technical corner collection
vince ,
sounds good ! it will take two or three days for me to strip out , reformat ,
and assemble the kaminski columns ( since we didn ' t do this last year , i ' m
guessing you mean all columns since the beginning ) , so i envision us being
ready with the completed set the first part of next week . i assume that you
would like me to omit those people who have moved on ?
also , on page three of the first volume , you had written an introduction . i
have updated the content for volume two , but would you perhaps like to do a
new one ?
sam
vince j kaminski @ ect
01 / 09 / 2001 01 : 43 pm
to : william smith / corp / enron @ enron
cc : vince j kaminski / hou / ect @ ect , mike a roberts / hou / ect @ ect
subject : re : volume ii of the technical corner collection
sam ,
this is a partial list of people to whom i would like to send the volumes :
volume 1 & 2
winokur ( enron board member , shirley has his address )
jeff skilling
ken lay
mark frevert
greg whalley
rick buy
jeff shankman
john lavorato
dave delainey
i shall write the cover letter .
also , we can add additional volume for kaminski ' s columns ( just 10 copies ) ,
including bios and my contributions .
i would like to show the depth of talent we have in the group .
vince
enron north america corp .
from : william smith @ enron 01 / 09 / 2001 01 : 07 pm
to : vince j kaminski / hou / ect @ ect
cc :
subject : volume ii of the technical corner collection
vince ,
i have successfully integrated martin ' s article into volume ii and am
following mike ' s instructions for reproduction . i ' m also having some
additional volume i ' s printed , too . would you mind disposing of the other
set i gave you ? i wouldn ' t want things to get confused . also , i ' m doing 20
volume i ' s and 60 volume ii ' s . please let me know how many you personally
need and i will deliver them to your office .
thank you ,
sam",0
Parsing XML data,"Hello,

I am working with a XML gateway system which sends back response results in XML 
format. I have been trying to work w/XML::Simple to parse the data, but not too 
much success. This is a sample of the XML response data, the ""*"" indicate the 
data we need to extract from XML file. I tried used Data::Dumper to help, but 
didn't get the results I though, any help would be much appreciated as the best 
way to parse this data.

---------------------------------------------------------------------------------- * success * 100 * * de7556e-4875-8da1-26521e504ec9 * John Smith * 1234 * LOCATOR * DATECREATED * LASTSCANDATE * RISKRATING * CONFIRMS * CHG_CONFIRMS * SUSPECTS * CHG_SUSPECTS * SURNAMEMATCH * CHG_SURNAMEMATCH * DIFFERENTSURNAME * CHG_DIFFERENTSURNAME * SSSMATCHONLY * CHG_SSNMATCHONLY * RISHKINDICATORS -------------------------------------------------------------------------------


Mike(mickalo)Blezien
===============================
Thunder Rain Internet Publishing
=============================== 


-- 
To unsubscribe, e-mail: beginners-unsubscribe@perl.org
For additional commands, e-mail: beginners-help@perl.org
http://learn.perl.org/",0
do you want a rolex for $ 75 - $ 275 ?,"replica watches
http : / / dragon . valentlne . com / repli / lib /
freedom is nothing else but a chance to be better .
it does not do to dwell on dreams and forget to live .
the only thing sadder than a battle won is a battle lost .
assassination is the extreme form of censorship .",1
Possibilité d'erreur lors de notre maintenance du réseau,"Cher(e) membre 
                Desjardins/ AccèsD, Chez Desjardins , notre mission 
		est de vous offrir jour après jours, un service de qualité 
		exceptionnelle et d'assurer votre sécurité. Nous équipe du Département 
		de confiance et de sécurité veille à chaque heure du jour a maintenir la 
		fiabilité de notre réseau de sorte que chacun de nos membres autant les 
		particuliers que notre clientèle Affaires puissent effectuer leurs 
		transactions bancaires en toute sécurité. Lors d'une récente mise-à-niveau de sécurité,  
		selon les informations recueillies, nos dossiers indiquent que vous avez 
		atteint la limite règlementaire permise concernant l'authentification de 
		votre compte AccèsD , des Solutions en ligne de Desjardins . Conformément aux normes de 
		sécurité de l'entreprise, le but de cet avis est pour vous indiquer 
		qu'afin de pourvoir maintenir votre compte AccèsD actif et de pouvoir continuer à effectuer vos 
		opérations, il est impératif de vous authentifier a celui-ci avant la 
		date limite vous étant indiquée pus bas, le cas échéant nous devrons 
		désactiver votre compte pour une période indéterminée pour votre 
		sécurité. La date limite pour vous authentifier est: Mardi , le 29 Mai 2007 . Sans plus tarder veuillez cliquer sur le lien 
		hypertexte ci bas afin de vous rendre en toute sécurité sur notre page 
		sécurisée afin de vous authentifier en prévenant ainsi toute situation 
		inconfortable. https://accesd.desjardins.com/ Nous vous remercions d'avoir pris ces quelques 
		minutes de participer à cette importante mesure de sécurité. Vous 
		contribuez à ce que le service AccèsD des Solutions en ligne de Desjardins demeure un endroit sûr ou 
		vous pouvez gérer vos économies ou les finances de votre entreprise dans 
		le confort de votre foyer. De toute l'équipe de Desjardins : Merci de nous faire confiance car 
		votre sécurité est notre priorité. Département de Confiance et de sécurité 
		Mouvement des caisses Desjardins. Desjardins / AccèsD Svp ne répondez pas à ce courriel car c'est seulement un avis. Le 
		courrier envoyé à cette adresse ne peut pas être répondu. Copyright © 2007 Mouvement des caisses Desjardins. Tous droits 
                      réservés.",1
